Id,ProductId,Score,review_year,review_month,star_sentiment,vader_sentiment,vader_compound,sentiment_agreement,helpfulness_ratio,is_helpful,jtbd_count,unmet_need,lda_topic_name,lda_topic_confidence,cluster_name,review_length,word_count
210426,B000G7VYWA,3,2012,1,Neutral,Negative,-0.0592,0,1.0,0,3,0,Baking & Dietary Needs,0.448,Mainstream Food Buyers,477,31
396782,B000LTTBW8,1,2009,5,Negative,Negative,-0.765,1,1.0,0,3,1,Tea & Beverages,0.531,Tea Drinkers,405,38
435742,B001EO5W2M,5,2010,11,Positive,Positive,0.9792,1,,0,3,0,Baking & Dietary Needs,0.266,Indulgent Snack Seekers,868,73
299864,B002C58RS8,4,2011,4,Positive,Positive,0.9509,1,0.5,0,4,0,Coffee & Roasts,0.82,Coffee Aficionados,560,46
538826,B000Q5X8DK,5,2009,2,Positive,Positive,0.9309,1,,0,3,0,Snacks & Chocolate,0.649,Mainstream Food Buyers,224,12
557968,B001QXZ8ES,4,2011,9,Positive,Positive,0.5855,1,,0,1,0,General Product Experience,0.456,Mainstream Food Buyers,104,7
210785,B001EQ4OWO,3,2011,6,Neutral,Positive,0.457,0,,0,1,0,General Product Experience,0.843,Mainstream Food Buyers,408,27
149458,B0042LH7TK,5,2012,5,Positive,Positive,0.8777,1,,0,3,0,General Product Experience,0.679,Coffee Aficionados,244,20
114950,B001E5E3YO,4,2009,6,Positive,Positive,0.4067,1,,0,2,0,Snacks & Chocolate,0.508,Mainstream Food Buyers,307,22
452475,B000YSTGGW,5,2012,9,Positive,Positive,0.9827,1,,0,4,0,General Product Experience,0.699,Mainstream Food Buyers,420,29
517148,B005VUILWI,4,2012,7,Positive,Positive,0.6349,1,,0,3,0,Baking & Dietary Needs,0.693,Mainstream Food Buyers,1180,89
488209,B0013A0QXC,5,2010,12,Positive,Positive,0.9153,1,,0,2,0,Coffee & Roasts,0.684,Mainstream Food Buyers,226,18
329001,B003VXHGE6,3,2012,3,Neutral,Positive,0.7469,0,,0,1,0,Coffee & Roasts,0.943,Coffee Aficionados,186,15
482633,B001EO775C,1,2012,10,Negative,Positive,0.7668,0,,0,1,0,Coffee & Roasts,0.777,Coffee Aficionados,397,26
331568,B000LG2GU0,4,2012,5,Positive,Positive,0.8674,1,,0,1,0,Meal Prep & Easy Cooking,0.696,Mainstream Food Buyers,376,31
175514,B0012NUVN0,4,2008,12,Positive,Positive,0.8402,1,0.6666666666666666,0,1,0,Pet Food & Treats,0.813,Dedicated Dog Owners,239,21
268317,B0040K41MY,4,2012,7,Positive,Positive,0.9679,1,,0,2,0,Snacks & Chocolate,0.641,Mainstream Food Buyers,592,53
563103,B007JFMH8M,4,2012,7,Positive,Positive,0.8221,1,,0,3,0,Snacks & Chocolate,0.719,Mainstream Food Buyers,262,28
255618,B004VLVOKY,5,2012,9,Positive,Positive,0.9215,1,,0,2,0,Baking & Dietary Needs,0.574,Mainstream Food Buyers,224,23
301324,B003Z6ZGZK,5,2012,4,Positive,Positive,0.4278,1,0.0,0,1,0,Daily Use & Supplements,0.548,Mainstream Food Buyers,134,11
258371,B005GXHKSG,2,2012,5,Negative,Negative,-0.7087,1,0.0,0,2,0,Coffee & Roasts,0.963,Coffee Aficionados,302,25
32902,B001P05K8Q,5,2007,11,Positive,Positive,0.5859,1,,0,2,0,Pet Food & Treats,0.601,Mainstream Food Buyers,194,13
279712,B000J45GMY,5,2011,8,Positive,Positive,0.9896,1,1.0,0,3,0,Baking & Dietary Needs,0.421,Mainstream Food Buyers,975,67
512063,B001E6IUG0,5,2008,1,Positive,Positive,0.8488,1,0.6666666666666666,0,1,0,General Product Experience,0.534,Mainstream Food Buyers,324,26
372171,B000RHZWNG,5,2011,8,Positive,Positive,0.9388,1,1.0,0,6,0,General Product Experience,0.595,Mainstream Food Buyers,1562,116
154326,B00060NUEW,5,2006,4,Positive,Positive,0.8119,1,,0,2,0,Coffee & Roasts,0.457,Mainstream Food Buyers,379,33
516382,B000H1217M,5,2011,12,Positive,Positive,0.9382,1,,0,3,0,Pet Food & Treats,0.793,Mainstream Food Buyers,162,16
337978,B000F3VFDS,5,2009,7,Positive,Positive,0.9706,1,1.0,0,5,0,Snacks & Chocolate,0.403,Mainstream Food Buyers,977,74
353789,B005A1LINC,5,2011,11,Positive,Positive,0.2748,1,,0,2,0,Tea & Beverages,0.528,Mainstream Food Buyers,566,47
398162,B004JLBC7G,5,2012,8,Positive,Positive,0.8964,1,,0,4,0,Cooking Ingredients & Sauces,0.273,Mainstream Food Buyers,283,27
45811,B0041NYV8E,2,2012,1,Negative,Positive,0.8077,0,0.5,0,3,0,General Product Experience,0.568,Mainstream Food Buyers,867,65
101919,B0029JZ2X0,1,2012,4,Negative,Neutral,0.0,0,,0,1,0,General Product Experience,0.886,Mainstream Food Buyers,116,6
248973,B002GWH6NE,3,2010,9,Neutral,Neutral,0.0,1,,0,2,0,Coffee & Roasts,0.388,Tea Drinkers,128,11
358855,B003CIBPN8,1,2010,9,Negative,Positive,0.4323,0,,0,1,0,Daily Use & Supplements,0.416,Mainstream Food Buyers,349,28
466030,B004H6J5EA,5,2012,2,Positive,Positive,0.9186,1,,0,2,0,Baking & Dietary Needs,0.596,Mainstream Food Buyers,179,15
183458,B004U43ZO0,1,2011,6,Negative,Positive,0.9873,0,0.0,0,5,0,Snacks & Chocolate,0.369,Mainstream Food Buyers,1154,92
93184,B002M53GFC,5,2011,2,Positive,Positive,0.9264,1,1.0,0,4,0,General Product Experience,0.518,Indulgent Snack Seekers,499,40
72058,B007K449CE,4,2012,7,Positive,Positive,0.7197,1,,0,1,0,Organic & Nutrition Labels,0.422,Mainstream Food Buyers,663,49
198356,B005HUVYA8,3,2012,10,Neutral,Positive,0.4215,0,,0,2,0,Pet Food & Treats,0.713,Dedicated Cat Owners,179,16
447399,B0026LQW4Y,5,2010,5,Positive,Positive,0.8689,1,,0,1,0,General Product Experience,0.619,Mainstream Food Buyers,249,18
440733,B0029NVMGC,4,2012,8,Positive,Positive,0.9741,1,,0,5,0,Meal Prep & Easy Cooking,0.513,Dedicated Cat Owners,937,83
34521,B008FHUDW0,5,2012,9,Positive,Positive,0.9052,1,,0,4,0,Coffee & Roasts,0.557,Coffee Aficionados,337,33
293331,B000ILILM0,4,2009,4,Positive,Positive,0.9201,1,,0,4,0,Baking & Dietary Needs,0.627,Mainstream Food Buyers,244,18
250924,B000JL2LCA,5,2008,6,Positive,Positive,0.7696,1,0.25,0,1,0,Meal Prep & Easy Cooking,0.49,Mainstream Food Buyers,88,7
395306,B001E0OVS2,5,2012,9,Positive,Positive,0.9158,1,,0,3,0,Tea & Beverages,0.596,Mainstream Food Buyers,317,29
443020,B000I68S9Q,5,2011,3,Positive,Positive,0.9565,1,1.0,0,3,0,Snacks & Chocolate,0.508,Mainstream Food Buyers,250,21
303315,B008FHUCNU,5,2010,11,Positive,Positive,0.902,1,0.0,0,1,0,Coffee & Roasts,0.797,Mainstream Food Buyers,151,13
402664,B007NIAR1Y,5,2012,8,Positive,Positive,0.9583,1,,0,5,0,Meal Prep & Easy Cooking,0.441,Mainstream Food Buyers,592,47
124454,B004TJD72Q,4,2012,7,Positive,Positive,0.9952,1,,0,6,0,Tea & Beverages,0.421,Tea Drinkers,1588,135
162279,B005E0WP1S,1,2012,1,Negative,Positive,0.6249,0,0.0,0,3,0,General Product Experience,0.801,Mainstream Food Buyers,168,10
443694,B0034EDM2W,5,2012,3,Positive,Positive,0.9657,1,,0,4,0,Snacks & Chocolate,0.556,Indulgent Snack Seekers,1333,97
137458,B000E46GGO,5,2007,8,Positive,Negative,-0.1705,0,0.75,0,4,0,Snacks & Chocolate,0.685,Mainstream Food Buyers,221,15
195661,B000CQC0BE,5,2009,11,Positive,Positive,0.5946,1,0.0,0,1,0,General Product Experience,0.301,Mainstream Food Buyers,375,28
76421,B001HTKOWC,3,2011,7,Neutral,Positive,0.8262,0,1.0,0,2,0,Tea & Beverages,0.965,Tea Drinkers,245,23
315282,B000934F1S,3,2011,11,Neutral,Negative,-0.4797,0,0.5,0,2,0,General Product Experience,0.611,Mainstream Food Buyers,231,14
403268,B0058AMY5G,4,2008,7,Positive,Negative,-0.3855,0,,0,1,0,Snacks & Chocolate,0.465,Mainstream Food Buyers,81,7
242970,B005K4Q4KG,4,2012,1,Positive,Positive,0.7663,1,,0,2,0,Snacks & Chocolate,0.394,Indulgent Snack Seekers,119,14
451784,B004FH0BEY,5,2011,12,Positive,Positive,0.8472,1,1.0,0,2,0,Snacks & Chocolate,0.494,Mainstream Food Buyers,158,10
547420,B006HYLW32,5,2012,5,Positive,Positive,0.8957,1,,0,2,0,Snacks & Chocolate,0.914,Snack & Cooking Enthusiasts,117,10
55571,B004CYLW7A,4,2011,1,Positive,Positive,0.9799,1,,0,5,0,Snacks & Chocolate,0.863,Mainstream Food Buyers,388,31
95843,B003VIN0QE,1,2011,4,Negative,Positive,0.9248,0,0.5,0,3,0,Meal Prep & Easy Cooking,0.432,Mainstream Food Buyers,601,53
451382,B003QDRJXY,5,2011,6,Positive,Positive,0.9482,1,1.0,0,1,0,Pet Food & Treats,0.433,Snack & Cooking Enthusiasts,476,39
171975,B00141QX32,5,2011,6,Positive,Neutral,0.0346,0,0.6666666666666666,0,2,0,Pet Food & Treats,0.834,Dedicated Dog Owners,548,44
539646,B006WYSFZK,5,2007,10,Positive,Positive,0.9169,1,0.6666666666666666,0,4,0,Organic & Nutrition Labels,0.424,Snack & Cooking Enthusiasts,300,24
492235,B001XWNIUI,5,2011,7,Positive,Positive,0.8927,1,1.0,0,4,0,Baking & Dietary Needs,0.563,Mainstream Food Buyers,304,32
318897,B0024SK3XU,2,2012,5,Negative,Negative,-0.2404,1,,0,2,0,Tea & Beverages,0.906,Mainstream Food Buyers,113,8
357924,B0000GIVE6,5,2010,7,Positive,Positive,0.8297,1,1.0,0,3,0,Tea & Beverages,0.447,Mainstream Food Buyers,956,81
127491,B005VOONKI,5,2012,4,Positive,Positive,0.9956,1,0.0,0,4,0,Coffee & Roasts,0.65,Coffee Aficionados,2835,221
174069,B0006MWNP2,3,2010,10,Neutral,Positive,0.5705,0,1.0,0,2,0,Pet Food & Treats,0.697,Dedicated Dog Owners,231,17
400456,B001EQ5FO0,5,2010,12,Positive,Positive,0.9073,1,1.0,0,1,0,General Product Experience,0.346,Mainstream Food Buyers,394,32
279068,B001BLXRPC,5,2009,10,Positive,Positive,0.9894,1,1.0,0,4,0,Organic & Nutrition Labels,0.442,Snack & Cooking Enthusiasts,785,70
174290,B000VKADQK,1,2012,4,Negative,Negative,-0.8402,1,1.0,0,3,1,Pet Food & Treats,0.643,Dedicated Dog Owners,345,28
11915,B001CD1VI4,4,2012,10,Positive,Positive,0.9609,1,,0,2,0,Snacks & Chocolate,0.699,Mainstream Food Buyers,195,15
257287,B002TSA91Q,4,2010,3,Positive,Positive,0.9231,1,,0,2,0,General Product Experience,0.464,Mainstream Food Buyers,427,27
426404,B003VXJJTQ,4,2012,9,Positive,Positive,0.978,1,,0,6,0,Snacks & Chocolate,0.609,Indulgent Snack Seekers,405,37
536026,B003VXHGDM,5,2010,12,Positive,Positive,0.8736,1,,0,3,0,Coffee & Roasts,0.884,Mainstream Food Buyers,101,7
124513,B000T2JDWK,5,2008,2,Positive,Positive,0.5562,1,1.0,0,2,0,Pet Food & Treats,0.642,Mainstream Food Buyers,111,13
82564,B0067X3HEK,5,2012,1,Positive,Positive,0.944,1,,0,2,0,Cooking Ingredients & Sauces,0.444,Mainstream Food Buyers,177,14
3288,B005K4Q1VI,4,2012,2,Positive,Positive,0.743,1,,0,3,0,Snacks & Chocolate,0.391,Mainstream Food Buyers,367,30
156331,B003XNAISU,5,2012,8,Positive,Positive,0.4588,1,,0,2,0,General Product Experience,0.618,Tea Drinkers,109,6
453134,B0029XLH4Y,1,2012,8,Negative,Positive,0.079,0,,0,3,0,Coffee & Roasts,0.533,Mainstream Food Buyers,287,24
507307,B002DHOTOQ,2,2012,10,Negative,Positive,0.3595,0,,0,2,0,Snacks & Chocolate,0.492,Mainstream Food Buyers,327,25
46755,B00061EXRY,5,2006,8,Positive,Positive,0.9487,1,,0,1,0,Tea & Beverages,0.666,Tea Drinkers,227,22
351624,B001EPPIPW,4,2008,7,Positive,Positive,0.5053,1,,0,1,0,Meal Prep & Easy Cooking,0.953,Mainstream Food Buyers,242,19
509452,B001397WYE,5,2010,11,Positive,Positive,0.9061,1,,0,5,0,Pet Food & Treats,0.972,Dedicated Dog Owners,406,32
173239,B004XTDHOK,4,2011,5,Positive,Positive,0.3377,1,,0,6,0,Organic & Nutrition Labels,0.428,Mainstream Food Buyers,1368,117
428497,B002Y2OWII,1,2012,1,Negative,Positive,0.5267,0,0.6666666666666666,0,5,0,General Product Experience,0.8,Coffee Aficionados,542,43
307898,B001BS4G6O,5,2011,9,Positive,Positive,0.68,1,1.0,0,2,0,Pet Food & Treats,0.733,Dedicated Dog Owners,225,19
180796,B0005XP1E2,5,2010,6,Positive,Positive,0.09,1,0.25,0,1,0,General Product Experience,0.536,Mainstream Food Buyers,352,25
196327,B000N4O8OC,5,2012,4,Positive,Positive,0.716,1,1.0,0,1,0,General Product Experience,0.439,Mainstream Food Buyers,108,7
239736,B000DZH19K,5,2008,11,Positive,Positive,0.8647,1,,0,2,0,Baking & Dietary Needs,0.914,Mainstream Food Buyers,96,10
131538,B000CQY378,5,2009,8,Positive,Positive,0.9415,1,,0,3,0,Snacks & Chocolate,0.583,Mainstream Food Buyers,217,16
366888,B001AIQP8M,5,2010,10,Positive,Positive,0.8319,1,,0,2,0,Snacks & Chocolate,0.909,Mainstream Food Buyers,177,11
326666,B002AQ0OW6,5,2009,8,Positive,Positive,0.6124,1,1.0,0,1,0,Coffee & Roasts,0.909,Coffee Aficionados,122,9
487635,B000GJQ5C2,4,2009,4,Positive,Positive,0.9861,1,1.0,0,1,0,Snacks & Chocolate,0.535,Mainstream Food Buyers,616,45
281535,B0048HY2ZA,4,2012,6,Positive,Positive,0.6476,1,,0,2,0,Snacks & Chocolate,0.538,Mainstream Food Buyers,347,28
55720,B00141QYMC,5,2009,9,Positive,Positive,0.836,1,1.0,0,1,0,Daily Use & Supplements,0.438,Mainstream Food Buyers,353,28
242328,B003CE8VGQ,5,2012,2,Positive,Positive,0.8132,1,,0,3,0,Coffee & Roasts,0.417,Mainstream Food Buyers,511,42
452757,B003D4MYLS,4,2012,4,Positive,Positive,0.9886,1,1.0,0,4,0,Tea & Beverages,0.903,Tea Drinkers,882,66
237713,B001TLS8JY,5,2010,6,Positive,Positive,0.6908,1,1.0,0,1,0,Pet Food & Treats,0.581,Mainstream Food Buyers,164,14
321130,B008RWUHA6,4,2011,11,Positive,Positive,0.9325,1,,0,3,0,Baking & Dietary Needs,0.504,Mainstream Food Buyers,427,33
33317,B001E5E0IS,4,2012,2,Positive,Positive,0.7776,1,0.6666666666666666,0,1,0,Tea & Beverages,0.509,Mainstream Food Buyers,327,33
126147,B000XQ5HDQ,5,2011,5,Positive,Positive,0.4201,1,,0,2,0,Meal Prep & Easy Cooking,0.605,Mainstream Food Buyers,144,12
386236,B00073JVFU,5,2012,1,Positive,Positive,0.9112,1,,0,3,0,General Product Experience,0.489,Tea Drinkers,113,11
346692,B000DZFMIM,5,2012,8,Positive,Positive,0.9005,1,,0,2,0,Snacks & Chocolate,0.339,Mainstream Food Buyers,352,30
186857,B00474CSVE,3,2011,4,Neutral,Positive,0.9846,0,0.0,0,3,0,Coffee & Roasts,0.982,Coffee Aficionados,585,49
46127,B001EO5QZK,4,2007,6,Positive,Positive,0.7257,1,,0,2,0,Tea & Beverages,0.964,Tea Drinkers,252,23
414013,B0026KPDG8,4,2010,9,Positive,Positive,0.8554,1,0.0,0,2,0,Snacks & Chocolate,0.765,Snack & Cooking Enthusiasts,259,18
468992,B001B1OK80,1,2010,3,Negative,Negative,-0.5792,1,,0,2,0,General Product Experience,0.511,Mainstream Food Buyers,336,28
545308,B00164X9SE,5,2011,10,Positive,Positive,0.8128,1,,0,3,0,Snacks & Chocolate,0.604,Mainstream Food Buyers,230,17
50428,B000RH2VZS,5,2007,12,Positive,Positive,0.8883,1,0.75,0,2,0,Meal Prep & Easy Cooking,0.669,Mainstream Food Buyers,463,48
28837,B000FFVYF0,5,2009,12,Positive,Positive,0.973,1,,0,4,0,Snacks & Chocolate,0.587,Indulgent Snack Seekers,203,14
193662,B005IW4WFY,4,2011,11,Positive,Positive,0.9971,1,,0,5,0,Snacks & Chocolate,0.814,Mainstream Food Buyers,1107,83
355671,B002QWP8H0,5,2012,5,Positive,Positive,0.8969,1,,0,4,0,General Product Experience,0.389,Dedicated Dog Owners,144,11
184029,B00764BRS2,1,2010,12,Negative,Positive,0.6416,0,0.625,0,5,0,General Product Experience,0.453,Coffee Aficionados,683,51
537348,B0034EFIYC,5,2012,6,Positive,Positive,0.9741,1,0.0,0,6,0,Snacks & Chocolate,0.566,Indulgent Snack Seekers,399,35
402500,B000EML7DS,5,2009,12,Positive,Positive,0.8865,1,,0,2,0,Cooking Ingredients & Sauces,0.511,Mainstream Food Buyers,89,6
486080,B00008CQVA,3,2010,7,Neutral,Negative,-0.4497,0,0.2,0,1,0,General Product Experience,0.953,Mainstream Food Buyers,255,16
42728,B000FF8X4K,5,2011,11,Positive,Positive,0.8845,1,,0,1,0,Snacks & Chocolate,0.432,Mainstream Food Buyers,159,15
248570,B004WDD3U0,1,2011,12,Negative,Positive,0.7479,0,0.1,0,2,0,General Product Experience,0.517,Indulgent Snack Seekers,653,57
61585,B001EO5R0Y,5,2007,1,Positive,Positive,0.8122,1,1.0,0,1,0,Tea & Beverages,0.953,Tea Drinkers,157,17
333742,B0000DG72U,1,2011,9,Negative,Positive,0.6913,0,0.4,0,2,0,Meal Prep & Easy Cooking,0.283,Mainstream Food Buyers,517,37
420063,B000F4J746,5,2012,7,Positive,Positive,0.9459,1,,0,6,0,Tea & Beverages,0.775,Tea Drinkers,1278,108
376585,B0016BPXSQ,5,2010,9,Positive,Positive,0.9558,1,0.75,0,1,0,Baking & Dietary Needs,0.474,Mainstream Food Buyers,128,10
214027,B001E5E12I,5,2011,11,Positive,Positive,0.9411,1,1.0,0,3,0,Meal Prep & Easy Cooking,0.355,Mainstream Food Buyers,114,9
46746,B003SBZE0Y,5,2012,10,Positive,Positive,0.9465,1,1.0,0,2,0,Tea & Beverages,0.449,Mainstream Food Buyers,348,28
271855,B000EDK67K,1,2010,12,Negative,Negative,-0.6249,1,0.1,0,1,0,Daily Use & Supplements,0.513,Mainstream Food Buyers,130,7
275700,B000N5988C,5,2008,2,Positive,Positive,0.8601,1,1.0,0,2,0,Snacks & Chocolate,0.881,Mainstream Food Buyers,119,7
562620,B000CRKOIE,5,2006,11,Positive,Negative,-0.0772,0,,0,2,0,General Product Experience,0.363,Mainstream Food Buyers,116,12
107582,B007TJGY4Q,5,2009,4,Positive,Positive,0.945,1,1.0,0,2,0,Coffee & Roasts,0.429,Coffee Aficionados,407,32
111207,B0060KOF7I,2,2012,6,Negative,Negative,-0.4543,1,,0,3,0,General Product Experience,0.772,Mainstream Food Buyers,736,52
418581,B0012KCUW8,5,2009,10,Positive,Positive,0.9401,1,,0,2,0,General Product Experience,0.542,Dedicated Cat Owners,471,34
208600,B00322OI4W,1,2012,6,Negative,Positive,0.5401,0,,0,3,0,Coffee & Roasts,0.587,Coffee Aficionados,256,21
499559,B000CQID6U,5,2011,3,Positive,Positive,0.9322,1,0.0,0,1,0,Baking & Dietary Needs,0.541,Mainstream Food Buyers,122,10
258420,B005GXHKSG,5,2011,9,Positive,Positive,0.8452,1,1.0,0,3,0,Coffee & Roasts,0.701,Coffee Aficionados,333,21
438468,B001EO698S,5,2011,3,Positive,Positive,0.9694,1,,0,4,0,Cooking Ingredients & Sauces,0.531,Mainstream Food Buyers,274,21
396792,B000FIAWVE,5,2010,5,Positive,Positive,0.987,1,1.0,0,7,0,Meal Prep & Easy Cooking,0.725,Mainstream Food Buyers,873,80
102966,B000FVDWU4,1,2011,4,Negative,Negative,-0.9151,1,0.3333333333333333,0,1,0,Daily Use & Supplements,0.523,Tea Drinkers,155,12
133105,B0090X8IPM,2,2010,12,Negative,Negative,-0.8714,1,,0,3,0,Coffee & Roasts,0.803,Coffee Aficionados,592,49
120490,B005K4Q37A,4,2012,3,Positive,Positive,0.8741,1,,0,1,0,Coffee & Roasts,0.489,Indulgent Snack Seekers,170,9
173884,B005HUVI40,1,2011,12,Negative,Negative,-0.8007,1,0.5,0,3,0,Coffee & Roasts,0.694,Coffee Aficionados,292,23
407608,B001EO6CPI,3,2012,6,Neutral,Positive,0.9049,0,,0,1,0,Coffee & Roasts,0.584,Mainstream Food Buyers,369,28
97255,B0006M13WG,5,2011,6,Positive,Positive,0.9493,1,,0,3,0,Pet Food & Treats,0.676,Dedicated Dog Owners,311,23
371278,B000FFLXR4,3,2008,6,Neutral,Positive,0.9365,0,,0,2,0,Baking & Dietary Needs,0.921,Mainstream Food Buyers,148,11
272135,B000J4IDP6,2,2007,3,Negative,Negative,-0.873,1,0.42857142857142855,0,2,0,Coffee & Roasts,0.968,Coffee Aficionados,328,29
353848,B004RDA33K,3,2012,4,Neutral,Positive,0.3291,0,,0,2,0,General Product Experience,0.41,Mainstream Food Buyers,126,8
363086,B000MXJR72,2,2012,7,Negative,Positive,0.09,0,0.0,0,1,0,Organic & Nutrition Labels,0.697,Mainstream Food Buyers,161,11
13423,B001E5DQGK,4,2011,4,Positive,Positive,0.8151,1,0.3333333333333333,0,4,0,General Product Experience,0.589,Mainstream Food Buyers,405,39
247337,B000EOXQS0,5,2010,5,Positive,Positive,0.5413,1,,0,1,0,General Product Experience,0.92,Mainstream Food Buyers,106,9
457721,B000NME05Q,5,2010,11,Positive,Positive,0.4939,1,,0,1,0,Snacks & Chocolate,0.487,Indulgent Snack Seekers,195,16
536999,B000ZK7GGQ,4,2010,6,Positive,Positive,0.9831,1,1.0,0,2,0,Cooking Ingredients & Sauces,0.426,Snack & Cooking Enthusiasts,617,39
558499,B0081B3D3G,5,2012,10,Positive,Positive,0.8439,1,,0,5,0,Meal Prep & Easy Cooking,0.314,Snack & Cooking Enthusiasts,1083,88
220012,B001E52VRK,5,2009,5,Positive,Positive,0.8779,1,0.6666666666666666,0,2,0,Tea & Beverages,0.585,Mainstream Food Buyers,159,12
489012,B005K4Q1YA,2,2012,2,Negative,Positive,0.6249,0,0.5,0,2,0,Coffee & Roasts,0.591,Coffee Aficionados,200,17
237129,B000XR5MLW,5,2012,6,Positive,Positive,0.9673,1,,0,2,0,General Product Experience,0.597,Indulgent Snack Seekers,544,47
386695,B0002FQE3K,5,2012,2,Positive,Positive,0.7615,1,,0,1,0,Meal Prep & Easy Cooking,0.906,Mainstream Food Buyers,157,13
276197,B001AWBL82,2,2010,7,Negative,Positive,0.7469,0,0.5,0,4,0,Meal Prep & Easy Cooking,0.606,Mainstream Food Buyers,286,23
306975,B000EM8TYS,1,2008,6,Negative,Positive,0.8807,0,0.1,0,1,0,Tea & Beverages,0.71,Tea Drinkers,403,32
155935,B000PKC0A8,5,2010,10,Positive,Positive,0.9481,1,,0,1,0,General Product Experience,0.433,Mainstream Food Buyers,251,18
315255,B001E5E09M,5,2008,7,Positive,Positive,0.9607,1,,0,3,0,Snacks & Chocolate,0.694,Mainstream Food Buyers,570,40
218664,B000E4ALEW,5,2008,4,Positive,Positive,0.8384,1,0.0,0,2,0,Snacks & Chocolate,0.932,Mainstream Food Buyers,173,13
35375,B000GW46D4,5,2010,7,Positive,Positive,0.8221,1,,0,4,0,General Product Experience,0.506,Mainstream Food Buyers,240,17
159238,B00061ENEM,5,2012,7,Positive,Negative,-0.25,0,1.0,0,1,0,Daily Use & Supplements,0.527,Mainstream Food Buyers,277,24
443421,B001EO6DZW,3,2010,6,Neutral,Positive,0.6486,0,0.0,0,2,0,Baking & Dietary Needs,0.914,Mainstream Food Buyers,154,11
530948,B0033CWBG8,5,2012,2,Positive,Positive,0.9421,1,,0,2,0,Snacks & Chocolate,0.433,Mainstream Food Buyers,229,17
63707,B002IEZJMA,3,2012,6,Neutral,Positive,0.6222,0,0.3333333333333333,0,2,0,Snacks & Chocolate,0.582,Mainstream Food Buyers,252,20
419666,B0029ZAOW8,5,2011,5,Positive,Positive,0.9851,1,0.0,0,3,0,Daily Use & Supplements,0.632,Mainstream Food Buyers,777,61
498230,B0030VBPN2,4,2011,7,Positive,Positive,0.9633,1,,0,5,0,Meal Prep & Easy Cooking,0.555,Mainstream Food Buyers,494,36
490798,B002HFWNAQ,5,2010,5,Positive,Positive,0.6985,1,,0,5,0,Baking & Dietary Needs,0.754,Mainstream Food Buyers,315,28
151775,B00315WGNK,5,2012,6,Positive,Positive,0.9645,1,1.0,0,3,0,Snacks & Chocolate,0.464,Mainstream Food Buyers,240,15
132263,B000CQIDHE,2,2011,4,Negative,Positive,0.9905,0,0.6666666666666666,0,3,0,Tea & Beverages,0.63,Tea Drinkers,2150,177
401328,B000CQG8B2,5,2009,5,Positive,Positive,0.957,1,1.0,0,4,0,General Product Experience,0.487,Tea Drinkers,218,18
439509,B0013L9A60,5,2010,1,Positive,Positive,0.8908,1,0.0,0,3,0,Daily Use & Supplements,0.616,Mainstream Food Buyers,210,19
123355,B001VIRCZ6,5,2010,1,Positive,Positive,0.957,1,1.0,0,2,0,Snacks & Chocolate,0.675,Indulgent Snack Seekers,143,11
219049,B001CRAWCQ,5,2012,9,Positive,Positive,0.8976,1,,0,3,0,Coffee & Roasts,0.645,Coffee Aficionados,177,14
107574,B007TJGY4Q,5,2009,10,Positive,Positive,0.6997,1,1.0,0,2,0,Coffee & Roasts,0.924,Coffee Aficionados,100,12
320128,B003Z6W32E,5,2012,9,Positive,Positive,0.7126,1,,0,4,0,Coffee & Roasts,0.881,Coffee Aficionados,215,17
242152,B0018CE7D0,5,2012,4,Positive,Positive,0.7003,1,,0,3,0,Pet Food & Treats,0.889,Mainstream Food Buyers,123,7
301624,B001LN4IZS,5,2011,3,Positive,Positive,0.8373,1,1.0,0,3,0,General Product Experience,0.381,Indulgent Snack Seekers,447,36
211404,B000G7VZ7Y,5,2009,10,Positive,Positive,0.6289,1,,0,1,0,Snacks & Chocolate,0.448,Mainstream Food Buyers,237,15
266718,B001SAQJFQ,5,2011,11,Positive,Positive,0.6597,1,1.0,0,1,0,Baking & Dietary Needs,0.727,Mainstream Food Buyers,101,9
191284,B001SIY5NQ,5,2011,7,Positive,Positive,0.8176,1,1.0,0,3,0,Meal Prep & Easy Cooking,0.522,Mainstream Food Buyers,425,32
96177,B004HOLD4W,5,2010,1,Positive,Positive,0.9941,1,,0,2,0,Snacks & Chocolate,0.538,Snack & Cooking Enthusiasts,958,77
564737,B005SPH780,4,2011,12,Positive,Positive,0.9929,1,,0,6,0,Meal Prep & Easy Cooking,0.457,Mainstream Food Buyers,1315,104
336921,B002ZDGTJG,5,2011,7,Positive,Positive,0.8834,1,,0,2,0,Pet Food & Treats,0.638,Dedicated Dog Owners,305,22
467715,B0009TMZIM,5,2011,7,Positive,Positive,0.9634,1,1.0,0,2,0,Tea & Beverages,0.974,Tea Drinkers,392,32
463878,B00086I9FY,5,2010,9,Positive,Positive,0.915,1,1.0,0,2,0,General Product Experience,0.65,Mainstream Food Buyers,212,16
315026,B004OW342G,3,2012,8,Neutral,Neutral,0.0356,1,0.6666666666666666,0,1,0,General Product Experience,0.639,Mainstream Food Buyers,320,24
37988,B000F6SNPS,5,2011,5,Positive,Positive,0.9116,1,,0,2,0,Tea & Beverages,0.483,Mainstream Food Buyers,227,22
201751,B001FA1KO4,5,2012,6,Positive,Positive,0.9674,1,1.0,0,1,0,Baking & Dietary Needs,0.742,Mainstream Food Buyers,265,22
